element_global_id	simglobal_id	simnote	simelcode	simname	simusstatus	simlevelid
687751	689724	lacking <i>Quercus alba</i> dominance.	CEGL007201	<i>Fagus grandifolia - Liriodendron tulipifera / Euonymus americanus / Athyrium filix-femina ssp. asplenioides</i> Forest	C	47
688189	684489	a bottomland type.	CEGL007184	<i>Liriodendron tulipifera - Acer negundo</i> Ruderal Forest	C	47
690075	684489	has a shrub stratum of <i>Robinia pseudoacacia</i>.	CEGL007184	<i>Liriodendron tulipifera - Acer negundo</i> Ruderal Forest	C	47
689488	687025	is a mesic forest occurring on cooler, more sheltered slopes of calcareous ravines; contains substantial <i>Fagus grandifolia, Acer floridanum</i>, and mesophytic understory species such as <i>Asimina triloba</i>.	CEGL007181	<i>Fagus grandifolia - Acer floridanum - Quercus muehlenbergii / Sanguinaria canadensis</i> Forest	C	47
683763	688240	fire-suppressed flatwoods of the region without <i>Pinus elliottii</i>.	CEGL007162	<i>Pinus palustris / Morella cerifera - Morella caroliniensis - Ilex coriacea</i> Ruderal Wet Woodland	C	47
689079	684834	is a bay swamp association, not one which occurs on a differentiated levee, also is restricted to the East Gulf Coastal Plain.	CEGL007156	<i>Nyssa biflora - Magnolia virginiana - (Pinus elliottii var. elliottii) / Morella (caroliniensis, inodora)</i> Swamp Forest	C	47
685822	688121		CEGL007151	<i>Chamaecyparis thyoides / Magnolia virginiana - Cliftonia monophylla / Orontium aquaticum - Sphagnum</i> spp. Swamp Forest	C	47
688121	688311	occurs along streams rather than in basins.	CEGL007145	<i>Chamaecyparis thyoides - Pinus elliottii var. elliottii / Nyssa biflora - Acer rubrum var. trilobum / Serenoa repens</i> Swamp Forest	C	47
689079	688311	occurs in large saturated basins, where sandy soil is overtopped by peat and muck. Also is restricted to the East Gulf Coastal Plain.	CEGL007145	<i>Chamaecyparis thyoides - Pinus elliottii var. elliottii / Nyssa biflora - Acer rubrum var. trilobum / Serenoa repens</i> Swamp Forest	C	47
687926	685507	lacks abundant tulip poplar.	CEGL007143	<i>Tsuga canadensis - Liriodendron tulipifera - Platanus occidentalis / Rhododendron maximum - Xanthorhiza simplicissima</i> Wet Forest	C	47
686934	685244		CEGL007139	<i>Tsuga caroliniana / Kalmia latifolia - Rhododendron catawbiense</i> Forest	C	47
684046	685244		CEGL007139	<i>Tsuga caroliniana / Kalmia latifolia - Rhododendron catawbiense</i> Forest	C	47
685507	686312	is very similar but does not undergo flooding; occurs on sites removed from alluvial influence.	CEGL007136	<i>Tsuga canadensis / Rhododendron maximum - (Clethra acuminata, Leucothoe fontanesiana)</i> Forest	C	47
688204	686312	is dominated by <i>Tsuga canadensis</i>.	CEGL007136	<i>Tsuga canadensis / Rhododendron maximum - (Clethra acuminata, Leucothoe fontanesiana)</i> Forest	C	47
689430	683834	is a similar forest that has an understory dominated by deciduous shrubs, herbs, and bryophytes and occurs on more mesic sites than the one described here. Similar forests occur in the Central and Northern Appalachians, but have <i>Abies balsamea</i> as the fir component, less dense herb and bryophyte cover, and lack a <i>Rhododendron</i>-dominated understory (Oosting and Billings 1951, Whittaker 1956, Crandall 1958).	CEGL007131	<i>Picea rubens - (Abies fraseri) / Vaccinium erythrocarpum / Dryopteris campyloptera / Hylocomium splendens</i> Forest	C	47
687447	683834	<i>Abies fraseri</i> can codominate with <i>Picea rubens</i>.	CEGL007131	<i>Picea rubens - (Abies fraseri) / Vaccinium erythrocarpum / Dryopteris campyloptera / Hylocomium splendens</i> Forest	C	47
684253	683834	<i>Abies fraseri</i> can codominate with <i>Picea rubens</i>.	CEGL007131	<i>Picea rubens - (Abies fraseri) / Vaccinium erythrocarpum / Dryopteris campyloptera / Hylocomium splendens</i> Forest	C	47
683834	689430	is a similar forest that has a shrub stratum dominated by evergreen species and occurs on less mesic sites than the one described here. Similar forests occur in the Central and Northern Appalachians, but have <i>Abies balsamea</i> as the fir component and less dense herb and bryophyte cover (Oosting and Billings 1951, Whittaker 1956, Crandall 1958).	CEGL007130	<i>Picea rubens - (Abies fraseri) / (Rhododendron catawbiense, Rhododendron maximum)</i> Forest	C	47
687447	689430	<i>Abies fraseri</i> can codominate with <i>Picea rubens</i>.	CEGL007130	<i>Picea rubens - (Abies fraseri) / (Rhododendron catawbiense, Rhododendron maximum)</i> Forest	C	47
684253	689430	<i>Abies fraseri</i> can codominate with <i>Picea rubens</i>.	CEGL007130	<i>Picea rubens - (Abies fraseri) / (Rhododendron catawbiense, Rhododendron maximum)</i> Forest	C	47
685089	683735		CEGL007124	<i>Juniperus virginiana var. virginiana</i> - (<i>Quercus</i> spp.) Ruderal Forest	C	47
688864	687422	successional in the Ridge and Valley of Tennessee, on calcareous substrates with similar canopy and subcanopy composition.	CEGL007121	<i>Pinus virginiana - Juniperus virginiana var. virginiana - Ulmus alata</i> Ruderal Forest	C	47
684629	688719		CEGL007119	<i>Pinus virginiana - Pinus (rigida, echinata) - (Quercus montana) / Vaccinium pallidum</i> Forest	C	47
685609	688788	a more grassy type found east of the Mississippi River.	CEGL007109	<i>Pinus taeda / Saccharum alopecuroides - Andropogon</i> spp. Ruderal Forest	C	47
688789	688788	a more widely distributed type, in or near the natural range of <i>Pinus taeda</i>.	CEGL007109	<i>Pinus taeda / Saccharum alopecuroides - Andropogon</i> spp. Ruderal Forest	C	47
688976	688788	a related <i>Pinus taeda</i>-dominated type placed in evergreen.	CEGL007109	<i>Pinus taeda / Saccharum alopecuroides - Andropogon</i> spp. Ruderal Forest	C	47
687941	688788		CEGL007109	<i>Pinus taeda / Saccharum alopecuroides - Andropogon</i> spp. Ruderal Forest	C	47
689392	689804		CEGL006612	<i>Schoenoplectus americanus - Spartina patens</i> Salt Marsh	C	47
688437	688193		CEGL006556	<i>Picea rubens - Acer rubrum / Ilex verticillata</i> Swamp Forest	C	47
683809	688720		CEGL006532	<i>Campanula rotundifolia - Packera paupercula - (Aquilegia canadensis)</i> Riverscour Sparse Vegetation	C	47
690014	688720		CEGL006532	<i>Campanula rotundifolia - Packera paupercula - (Aquilegia canadensis)</i> Riverscour Sparse Vegetation	C	47
688720	683809		CEGL006531	<i>Vaccinium</i> spp. / <i>Danthonia spicata - Solidago puberula</i> Riverscour Sparse Vegetation	C	47
687085	688235	is similar in physiognomy and in that both occur on acidic cliffs. They are different in that this type represents a warmer climate, more typical of Lower New England than Northern Appalachians.	CEGL006528	<i>Polypodium (virginianum, appalachianum)</i> Cliff Sparse Vegetation	C	47
688094	688235	This can be associated with CEGL006526, even confluent on the same cliff system, but is distinguished by being an extensive area (&gt;1/2 acre) of seepy rather than dry cliff.	CEGL006528	<i>Polypodium (virginianum, appalachianum)</i> Cliff Sparse Vegetation	C	47
686453	684345	ranges south into Ecoregion 61, Northern Piedmont.	CEGL006527	<i>Pellaea atropurpurea</i> Cliff Sparse Vegetation	C	47
687412	684345		CEGL006527	<i>Pellaea atropurpurea</i> Cliff Sparse Vegetation	C	47
685951	687412	can share prominent species, e.g., <i>Carex scirpoidea</i> and <i>Trichophorum cespitosum</i>, but occurs at higher elevations and will have some strictly alpine species.	CEGL006526	<i>Carex scirpoidea</i> Alkaline Cliff Sparse Vegetation	C	47
688094	687412	This can be associated with CEGL006528, even confluent on the same cliff system, but is distinguished by being an extensive area (&gt;1/2 acre) of seepy rather than dry cliff.	CEGL006526	<i>Carex scirpoidea</i> Alkaline Cliff Sparse Vegetation	C	47
684345	687412		CEGL006526	<i>Carex scirpoidea</i> Alkaline Cliff Sparse Vegetation	C	47
688235	687412		CEGL006526	<i>Carex scirpoidea</i> Alkaline Cliff Sparse Vegetation	C	47
685030	685752		CEGL006524	<i>Carex (oligosperma, exilis) - Chamaedaphne calyculata</i> Shrub Acidic Peatland	C	47
688617	685752	described from the Northern Appalachians, similar except ericads usually &gt;20% cover.	CEGL006524	<i>Carex (oligosperma, exilis) - Chamaedaphne calyculata</i> Shrub Acidic Peatland	C	47
688461	685030		CEGL006513	<i>Chamaedaphne calyculata / Eriophorum virginicum / Sphagnum rubellum</i> Acidic Peatland	C	47
689513	685030		CEGL006513	<i>Chamaedaphne calyculata / Eriophorum virginicum / Sphagnum rubellum</i> Acidic Peatland	C	47
688456	688278		CEGL006507	<i>Thuja occidentalis - Abies balsamea / Ledum groenlandicum / Carex trisperma</i> Swamp Woodland	C	47
689577	684832		CEGL006505	<i>Picea rubens - Abies balsamea - Betula</i> spp. - <i>Acer rubrum</i> Forest	C	47
688056	683677	<i>Acer rubrum</i>-dominated floodplain forest, lacks <i>Quercus bicolor</i>.	CEGL006503	<i>Acer rubrum - Prunus serotina / Cornus amomum</i> Floodplain Forest	C	47
688799	685924		CEGL006437	<i>Prunus pumila var. depressa / Deschampsia cespitosa</i> Riverscour Wet Meadow	C	47
688372	687085	on acidic resistant bedrock to the north (e.g., in New England).	CEGL006422	<i>Juniperus virginiana / Corydalis sempervirens</i> Cliff Sparse Vegetation	C	47
688789	687081	with <i>Pinus taeda</i> and hardwoods.	CEGL007105	<i>Pinus taeda - Liriodendron tulipifera / Acer saccharum</i> Ruderal Forest	C	47
688339	688204		CEGL007102	<i>Pinus strobus - Tsuga canadensis / Rhododendron maximum - (Leucothoe fontanesiana)</i> Forest	C	47
686312	688204	dominated by <i>Pinus strobus</i> or codominated by <i>Pinus strobus</i> and <i>Tsuga canadensis</i>.	CEGL007102	<i>Pinus strobus - Tsuga canadensis / Rhododendron maximum - (Leucothoe fontanesiana)</i> Forest	C	47
688719	684865		CEGL007097	<i>Pinus pungens - Pinus rigida - (Quercus montana) / Kalmia latifolia - Vaccinium pallidum</i> Woodland	C	47
686044	684865		CEGL007097	<i>Pinus pungens - Pinus rigida - (Quercus montana) / Kalmia latifolia - Vaccinium pallidum</i> Woodland	C	47
687757	688714		CEGL007074	<i>Pinus clausa / Quercus geminata - Quercus myrtifolia - (Quercus laevis) / Garberia heterophylla</i> Forest	C	47
685884	685542	analogous type on the Gulf Coast.	CEGL007035	<i>Quercus virginiana - Sabal palmetto / Eugenia axillaris - Myrsine cubana - Coccoloba uvifera</i> Forest	C	47
685542	685884	analogous type on the Atlantic Coast.	CEGL007033	<i>Quercus virginiana - Sabal palmetto - Persea borbonia / Myrcianthes fragrans</i> Forest	C	47
686284	687074		CEGL007032	<i>Quercus virginiana - (Pinus elliottii var. elliottii, Sabal palmetto) / Persea borbonia - Callicarpa americana</i> Forest	C	47
687755	684469	larger-statured forest of the same geographic area, occurring adjacent to and just inland from CEGL003750.	CEGL007027	<i>Quercus virginiana - Quercus hemisphaerica - Pinus taeda / Persea palustris - Ilex vomitoria</i> Forest	C	47
687020	684469	occurs closer to coast, often on barrier islands, and in other areas exposed to more salt spray (Wentworth et al. 1993).	CEGL007027	<i>Quercus virginiana - Quercus hemisphaerica - Pinus taeda / Persea palustris - Ilex vomitoria</i> Forest	C	47
684469	687020	is a mainland community that lacks the extreme maritime environment, is more diverse, and includes more inland forest components, such as <i>Carya glabra, Sassafras albidum</i>, and <i>Quercus falcata</i>, than the forests occurring on the barrier islands.	CEGL007026	<i>Quercus virginiana - Quercus hemisphaerica - Pinus taeda - Quercus falcata / Persea palustris</i> Forest	C	47
683681	683680		CEGL007020	<i>Quercus geminata - (Quercus virginiana) / Serenoa repens - Lyonia fruticosa</i> Forest	C	47
685193	684918	occurs on "natural" environments and typically lacks a significant component of <i>Quercus virginiana</i> and <i>Celtis laevigata</i>.	CEGL007003	<i>Bursera simaruba - Swietenia mahagoni - Lysiloma latisiliquum / Nectandra coriacea - Coccoloba diversifolia</i> Forest	C	47
685121	683479	maritime hammocks of southwest Florida.	CEGL007002	<i>Ficus aurea - Sideroxylon foetidissimum - Bursera simaruba / Eugenia foetida - Exothea paniculata</i> Forest	C	47
684918	683479	maritime hammocks of the southwest Florida coast.	CEGL007002	<i>Ficus aurea - Sideroxylon foetidissimum - Bursera simaruba / Eugenia foetida - Exothea paniculata</i> Forest	C	47
685484	689392		CEGL008476	<i>Schoenoplectus americanus - (Spartina patens) - Typha</i> spp. Salt Marsh	C	47
685639	686119		CEGL003997	<i>Taxodium ascendens / Rhynchospora microcarpa - Schizachyrium rhizomatum - Muhlenbergia filipes</i> Swamp Woodland	C	47
948554	687504	is a thin-mat fresh marsh, described from Turtle Bayou in the western Terrebonne Basin of Louisiana (Sasser et al. 1996).	CEGL007893	<i>Eleocharis baldwinii - Hydrocotyle (ranunculoides, umbellata)</i> Tidal Marsh	C	47
689392	685484		CEGL003985	<i>Schoenoplectus californicus</i> Tidal Marsh	C	47
687504	948554		CEGL007081	<i>Bacopa monnieri - Eleocharis</i> spp. Thin Floating Marsh	C	47
683479	685121	maritime hammocks of southeastern Florida.	CEGL007001	<i>Ficus aurea - Sideroxylon foetidissimum - Bursera simaruba / Eugenia foetida - Guapira discolor</i> Forest	C	47
686151	687206		CEGL001820	<i>Carex obnupta - Argentina egedii ssp. egedii</i> Wet Meadow	C	47
684565	686384		CEGL004169	<i>Eleocharis (bifida, compressa) - Schoenolirion croceum - Carex crawei - Allium cernuum</i> Seep Grassland	C	47
689385	689083		CEGL005014	<i>Fagus grandifolia - Quercus</i> spp. - <i>Acer rubrum - Juglans nigra</i> Floodplain Forest	C	47
684412	685222	may be similar to this community.	CEGL005013	<i>Fagus grandifolia - Acer saccharum</i> Glaciated Midwest Forest	C	47
684493	688027	more midwestern.	CEGL005010	<i>Acer saccharum - Quercus muehlenbergii</i> Forest	C	47
685169	688027	more northwesterly.	CEGL005010	<i>Acer saccharum - Quercus muehlenbergii</i> Forest	C	47
689659	685845		CEGL002986	<i>Artemisia arbuscula ssp. longicaulis / Elymus elymoides</i> Shrubland	C	47
689659	685957		CEGL002985	<i>Artemisia arbuscula ssp. longicaulis / Bromus tectorum</i> Ruderal Shrubland	C	47
684266	684684		CEGL005005	<i>Acer saccharum - Pinus strobus / Acer pensylvanicum</i> Forest	C	47
683904	687808		CEGL006326	<i>Dasiphora fruticosa ssp. floribunda / Carex (sterilis, hystericina, flava)</i> Fen	C	47
687038	687808	is a northeastern type	CEGL006326	<i>Dasiphora fruticosa ssp. floribunda / Carex (sterilis, hystericina, flava)</i> Fen	C	47
688713	689421		CEGL006325	<i>Impatiens capensis - Peltandra virginica - Polygonum arifolium - Bolboschoenus fluviatilis - Typha angustifolia</i> Tidal Marsh	C	47
689294	685818		CEGL006324	<i>Pinus strobus - Tsuga canadensis - Picea rubens</i> Forest	C	47
687681	685818	a northeastern version of the same type.	CEGL006324	<i>Pinus strobus - Tsuga canadensis - Picea rubens</i> Forest	C	47
686533	685818		CEGL006324	<i>Pinus strobus - Tsuga canadensis - Picea rubens</i> Forest	C	47
684553	689133	Atlantic white-cedar bog with sparse <i>Chamaecyparis thyoides</i> over dense heath shrubs, especially <i>Chamaedaphne calyculata</i>.	CEGL006321	<i>Chamaecyparis thyoides / Chamaedaphne calyculata</i> Swamp Woodland	C	47
685845	685957		CEGL002985	<i>Artemisia arbuscula ssp. longicaulis / Bromus tectorum</i> Ruderal Shrubland	C	47
685335	684064		CEGL006319	<i>Prunus serotina / Morella cerifera / Smilax rotundifolia</i> Scrub Forest	C	47
685945	687631		CEGL006310	<i>Cladium mariscoides - Drosera intermedia - Eleocharis rostellata</i> Sea Level Fen	C	47
684253	687447	is a similar forest with a canopy dominated by <i>Abies fraseri</i> but with a shrub stratum dominated by evergreen species.	CEGL006308	<i>Abies fraseri / (Rhododendron catawbiense, Rhododendron carolinianum)</i> Forest	C	47
686116	689764	of more mesic habitats (e.g., acidic coves) in Maryland, Virginia, and West Virginia.	CEGL006304	<i>Liriodendron tulipifera - Pinus strobus - Tsuga canadensis - Quercus rubra / Polystichum acrostichoides</i> Forest	C	47
689146	683438	lacks coastal plain indicators and is generally found inland.	CEGL006302	<i>Myrica gale - Chamaedaphne calyculata / Carex (lasiocarpa, utriculata) - Utricularia</i> spp. Fen	C	47
688404	687450		CEGL006298	<i>Vaccinium uliginosum - Rhododendron lapponicum / Juncus trifidus</i> Dwarf-shrubland	C	47
684923	687450		CEGL006298	<i>Vaccinium uliginosum - Rhododendron lapponicum / Juncus trifidus</i> Dwarf-shrubland	C	47
689695	685486		CEGL006295	<i>Morella pensylvanica - Prunus maritima</i> Shrubland	C	47
683668	685486		CEGL006295	<i>Morella pensylvanica - Prunus maritima</i> Shrubland	C	47
685756	688827		CEGL006293	<i>Pinus strobus - Quercus (rubra, velutina) - Fagus grandifolia</i> Forest	C	47
685845	689659		CEGL002984	<i>Artemisia arbuscula ssp. longicaulis - Grayia spinosa</i> Shrubland	C	47
688376	688827	is possibly an Eastern region version of the same type.	CEGL006293	<i>Pinus strobus - Quercus (rubra, velutina) - Fagus grandifolia</i> Forest	C	47
683435	688827		CEGL006293	<i>Pinus strobus - Quercus (rubra, velutina) - Fagus grandifolia</i> Forest	C	47
687321	688277		CEGL006286	<i>Quercus montana - Quercus rubra / Rhododendron maximum / Galax urceolata</i> Forest	C	47
687533	688945	of eastern distribution.	CEGL006283	<i>Andropogon gerardii - Panicum virgatum - Baptisia australis</i> Riverscour Wet Meadow	C	47
689342	688945		CEGL006283	<i>Andropogon gerardii - Panicum virgatum - Baptisia australis</i> Riverscour Wet Meadow	C	47
684730	687537	is perhaps a more eastern equivalent.	CEGL006282	<i>Quercus montana - Quercus (rubra, velutina) / Vaccinium (angustifolium, pallidum</i>) Forest	C	47
684621	687537	a more eastern equivalent?	CEGL006282	<i>Quercus montana - Quercus (rubra, velutina) / Vaccinium (angustifolium, pallidum</i>) Forest	C	47
686512	687537	is defined for the Northern Piedmont, Central Appalachians; occurs on granite monadnocks.	CEGL006282	<i>Quercus montana - Quercus (rubra, velutina) / Vaccinium (angustifolium, pallidum</i>) Forest	C	47
684808	687462	is defined for the Piedmont and occurs on granite monadnocks.	CEGL006281	<i>Quercus montana - Quercus alba / Oxydendrum arboreum / Vitis rotundifolia</i> Forest	C	47
685507	688628		CEGL006279	<i>Tsuga canadensis / Rhododendron maximum / Sphagnum</i> spp. Swamp Forest	C	47
690084	688628		CEGL006279	<i>Tsuga canadensis / Rhododendron maximum / Sphagnum</i> spp. Swamp Forest	C	47
688403	688628		CEGL006279	<i>Tsuga canadensis / Rhododendron maximum / Sphagnum</i> spp. Swamp Forest	C	47
689512	685381		CEGL006274	<i>Ammophila breviligulata - Lathyrus japonicus</i> Grassland	C	47
684424	685381		CEGL006274	<i>Ammophila breviligulata - Lathyrus japonicus</i> Grassland	C	47
684832	689577		CEGL006273	<i>Picea rubens - Abies balsamea - Betula papyrifera</i> Forest	C	47
689885	689577		CEGL006273	<i>Picea rubens - Abies balsamea - Betula papyrifera</i> Forest	C	47
687537	686512	of Southern Appalachians.	CEGL006271	<i>Quercus (montana, coccinea) / Kalmia latifolia / (Galax urceolata, Gaultheria procumbens)</i> Forest	C	47
684808	686512	is defined for the Southern Blue Ridge. Has dense, less diverse, ericaceous shrub layer and more acid-loving, Blue Ridge species.	CEGL006271	<i>Quercus (montana, coccinea) / Kalmia latifolia / (Galax urceolata, Gaultheria procumbens)</i> Forest	C	47
688719	686512		CEGL006271	<i>Quercus (montana, coccinea) / Kalmia latifolia / (Galax urceolata, Gaultheria procumbens)</i> Forest	C	47
687913	688259		CEGL006268	<i>Picea mariana / Ledum groenlandicum - Empetrum nigrum / Cladina</i> spp. Dwarf-shrubland	C	47
689885	685368		CEGL006267	<i>Betula alleghaniensis - Picea rubens / Dryopteris campyloptera</i> Forest	C	47
688278	683188		CEGL006007	<i>Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii)</i> Swamp Forest	C	47
689577	685368		CEGL006267	<i>Betula alleghaniensis - Picea rubens / Dryopteris campyloptera</i> Forest	C	47
688719	684859		CEGL006266	<i>Pinus virginiana / Quercus marilandica</i> Serpentine Ruderal Forest	C	47
687659	687006	of Massachusetts to Delaware may also display a <i>Leersia hexandra</i> phase.	CEGL006264	<i>Rhexia virginica - Panicum verrucosum</i> Marsh	C	47
688166	687006	is the more northern Atlantic Coastal Plain marsh.	CEGL006264	<i>Rhexia virginica - Panicum verrucosum</i> Marsh	C	47
684125	685148	where <i>Trichophorum cespitosum</i> is abundant.	CEGL006260	<i>Trichophorum cespitosum - Gaylussacia dumosa / Sphagnum (fuscum, rubellum, magellanicum)</i> Acidic Peatland	C	47
685368	687776		CEGL006256	<i>Picea rubens - (Betula alleghaniensis, Aesculus flava) / Viburnum lantanoides / Solidago glomerata</i> Forest	C	47
685818	686533		CEGL006253	<i>Pinus strobus - Pinus resinosa / Cornus canadensis</i> Forest	C	47
685147	686533		CEGL006253	<i>Pinus strobus - Pinus resinosa / Cornus canadensis</i> Forest	C	47
689354	686533		CEGL006253	<i>Pinus strobus - Pinus resinosa / Cornus canadensis</i> Forest	C	47
683710	686533	is a northeastern U.S. version?	CEGL006253	<i>Pinus strobus - Pinus resinosa / Cornus canadensis</i> Forest	C	47
683985	683584	of the northeastern United States.	CEGL006250	<i>Picea rubens / Ribes glandulosum</i> Woodland	C	47
686595	683584		CEGL006250	<i>Picea rubens / Ribes glandulosum</i> Woodland	C	47
684125	689442		CEGL006248	<i>Empetrum nigrum - Gaylussacia dumosa - Rubus chamaemorus / Sphagnum</i> spp. Acidic Peatland	C	47
688107	689442		CEGL006248	<i>Empetrum nigrum - Gaylussacia dumosa - Rubus chamaemorus / Sphagnum</i> spp. Acidic Peatland	C	47
685847	688464		CEGL006241	<i>Quercus bicolor / Vaccinium corymbosum / Carex stipata</i> Wet Forest	C	47
688013	687748	basin swamp with <i>Quercus palustris</i> and <i>Acer rubrum</i>.	CEGL006240	<i>Quercus palustris - (Quercus bicolor) - Acer rubrum / Vaccinium corymbosum / Osmunda cinnamomea</i> Wet Forest	C	47
685243	687966		CEGL006237	<i>Acer saccharum - Fraxinus americana - Tilia americana - Liriodendron tulipifera / Actaea racemosa</i> Forest	C	47
688138	685340		CEGL006231	<i>Quercus muehlenbergii - Cercis canadensis / Packera obovata - Lithospermum canescens</i> Woodland	C	47
683778	685340		CEGL006231	<i>Quercus muehlenbergii - Cercis canadensis / Packera obovata - Lithospermum canescens</i> Woodland	C	47
683335	685991		CEGL006227	<i>Quercus alba - Carya tomentosa / Euonymus americanus / Hexastylis arifolia</i> Forest	C	47
684421	685991	similar with a more southerly range.	CEGL006227	<i>Quercus alba - Carya tomentosa / Euonymus americanus / Hexastylis arifolia</i> Forest	C	47
688628	688403		CEGL006226	<i>Tsuga canadensis - Betula alleghaniensis / Ilex verticillata / Sphagnum</i> spp. Swamp Forest	C	47
690084	688403		CEGL006226	<i>Tsuga canadensis - Betula alleghaniensis / Ilex verticillata / Sphagnum</i> spp. Swamp Forest	C	47
686954	685409	is a raised dwarf-shrub bog of the northeastern U.S., with <i>Kalmia angustifolia</i> characteristic and usually dominant.	CEGL006225	<i>Kalmia angustifolia - Chamaedaphne calyculata - (Picea mariana) / Cladina</i> spp. Acidic Peatland	C	47
688461	685409		CEGL006225	<i>Kalmia angustifolia - Chamaedaphne calyculata - (Picea mariana) / Cladina</i> spp. Acidic Peatland	C	47
683668	689256		CEGL006212	<i>Juniperus virginiana var. virginiana / Morella pensylvanica</i> Woodland	C	47
687323	683932		CEGL006206	<i>Tsuga canadensis - Betula alleghaniensis - Prunus serotina / Rhododendron maximum</i> Forest	C	47
688921	683932		CEGL006206	<i>Tsuga canadensis - Betula alleghaniensis - Prunus serotina / Rhododendron maximum</i> Forest	C	47
684099	685733		CEGL006203	<i>Pinus rigida / Quercus ilicifolia / Piptatheropsis pungens</i> Woodland	C	47
687966	685243		CEGL006201	<i>Acer saccharum - Liriodendron tulipifera - Fraxinus americana / Staphylea trifolia</i> Forest	C	47
684412	685243	may overlap with this type.	CEGL006201	<i>Acer saccharum - Liriodendron tulipifera - Fraxinus americana / Staphylea trifolia</i> Forest	C	47
689702	685243		CEGL006201	<i>Acer saccharum - Liriodendron tulipifera - Fraxinus americana / Staphylea trifolia</i> Forest	C	47
689486	688456	is a more southerly distributed type.	CEGL006199	<i>Thuja occidentalis - Acer rubrum / Cornus sericea</i> Swamp Forest	C	47
685116	688437		CEGL006198	<i>Picea rubens - Acer rubrum / Ilex mucronata</i> Swamp Forest	C	47
689672	685735		CEGL006193	<i>Chrysosplenium americanum</i> Seepage Meadow	C	47
686048	684554		CEGL006190	<i>Vaccinium corymbosum / Sphagnum</i> spp. Acidic Peatland	C	47
689133	684553	lacks boreal and coastal plain indicators.	CEGL006189	<i>Chamaecyparis thyoides - (Tsuga canadensis, Betula alleghaniensis) / Clethra alnifolia</i> Swamp Forest	C	47
685410	684553	lacks boreal and coastal plain indicators.	CEGL006189	<i>Chamaecyparis thyoides - (Tsuga canadensis, Betula alleghaniensis) / Clethra alnifolia</i> Swamp Forest	C	47
688211	684553	lacks boreal and coastal plain indicators.	CEGL006189	<i>Chamaecyparis thyoides - (Tsuga canadensis, Betula alleghaniensis) / Clethra alnifolia</i> Swamp Forest	C	47
683137	684553	lacks boreal and coastal plain indicators.	CEGL006189	<i>Chamaecyparis thyoides - (Tsuga canadensis, Betula alleghaniensis) / Clethra alnifolia</i> Swamp Forest	C	47
685410	688211	distinguished by coastal plain indicators.	CEGL006188	<i>Chamaecyparis thyoides / Ilex glabra - Rhododendron viscosum</i> Swamp Forest	C	47
684571	688211	lacks boreal species, distinguished by coastal plain indicators.	CEGL006188	<i>Chamaecyparis thyoides / Ilex glabra - Rhododendron viscosum</i> Swamp Forest	C	47
684553	688211	distinguished by coastal plain indicators.	CEGL006188	<i>Chamaecyparis thyoides / Ilex glabra - Rhododendron viscosum</i> Swamp Forest	C	47
685150	685570		CEGL006187	<i>Schizachyrium scoparium - Sorghastrum nutans - Hypoxis hirsuta - Baptisia tinctoria</i> Grassland	C	47
684155	685570		CEGL006187	<i>Schizachyrium scoparium - Sorghastrum nutans - Hypoxis hirsuta - Baptisia tinctoria</i> Grassland	C	47
684535	686338		CEGL006184	<i>Betula nigra - Platanus occidentalis / Impatiens capensis</i> Floodplain Forest	C	47
684386	687000		CEGL006176	<i>Acer saccharinum / Onoclea sensibilis - Boehmeria cylindrica</i> Floodplain Forest	C	47
686704	688727		CEGL006167	<i>Ruppia maritima</i> Acadian/Virginian Zone Temperate Aquatic Vegetation	C	47
685830	683445	is the northern analog of this association.	CEGL006165	<i>Acer rubrum - Fraxinus pennsylvanica / Polygonum</i> spp. Floodplain Forest	C	47
688103	689957		CEGL006156	<i>Acer rubrum / Rhododendron viscosum - Clethra alnifolia</i> Swamp Forest	C	47
687450	684923		CEGL006155	<i>Vaccinium uliginosum - Harrimanella hypnoides - Loiseleuria procumbens</i> Dwarf-shrubland	C	47
685028	686886	formerly covered large areas of Canaan Valley and other sites in West Virginia, not documented in VA.	CEGL006152	<i>Picea rubens - (Tsuga canadensis) / Rhododendron maximum</i> Forest	C	47
684954	688411	is tidal, brackish and occurs on salt marsh edges rather than interdunal depressions.	CEGL006150	<i>Panicum virgatum - Spartina patens - Carex silicea</i> Salt Marsh	C	47
685272	688411		CEGL006150	<i>Panicum virgatum - Spartina patens - Carex silicea</i> Salt Marsh	C	47
687568	688411		CEGL006150	<i>Panicum virgatum - Spartina patens - Carex silicea</i> Salt Marsh	C	47
686466	684386	is characterized by a stronger dominance of both <i>Acer saccharinum</i> and <i>Matteuccia struthiopteris</i> and has fewer early-successional species.	CEGL006147	<i>Acer saccharinum - (Populus deltoides) / Matteuccia struthiopteris - Laportea canadensis</i> Floodplain Forest	C	47
687000	684386		CEGL006147	<i>Acer saccharinum - (Populus deltoides) / Matteuccia struthiopteris - Laportea canadensis</i> Floodplain Forest	C	47
686947	688673	is dominated by <i>Chamaecyparis thyoides</i>, but it occurs on flat, non-alluvial peatlands, instead of at seepages or along streams.	CEGL006146	<i>Chamaecyparis thyoides / Persea palustris / Lyonia lucida - Ilex coriacea</i> Swamp Forest	C	47
